time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-28 00:00:00+00:00,19,8,0,0
2026-05-29 00:00:00+00:00,38,16,0,0
2026-05-30 00:00:00+00:00,19,7,0,0
2026-05-31 00:00:00+00:00,15,6,0,0
2026-06-01 00:00:00+00:00,18,9,0,0
2026-06-02 00:00:00+00:00,21,8,0,0
2026-06-03 00:00:00+00:00,20,7,0,0
2026-06-04 00:00:00+00:00,10,4,1,1
2026-06-05 00:00:00+00:00,27,15,0,0
2026-06-06 00:00:00+00:00,15,7,0,0
2026-06-07 00:00:00+00:00,25,8,0,0
2026-06-08 00:00:00+00:00,26,10,0,0
2026-06-09 00:00:00+00:00,21,8,0,0
2026-06-10 00:00:00+00:00,13,6,0,0
