time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-07 00:00:00+00:00,191,72,39,1
2026-02-08 00:00:00+00:00,13,9,0,0
2026-02-09 00:00:00+00:00,138,36,20,1
2026-02-10 00:00:00+00:00,119,37,32,1
2026-02-11 00:00:00+00:00,94,31,16,2
2026-02-12 00:00:00+00:00,154,51,23,1
2026-02-13 00:00:00+00:00,62,21,6,1
2026-02-14 00:00:00+00:00,68,29,1,1
2026-02-15 00:00:00+00:00,20,9,0,0
2026-02-16 00:00:00+00:00,15,7,0,0
2026-02-17 00:00:00+00:00,8,5,0,0
2026-02-18 00:00:00+00:00,8,5,0,0
2026-02-19 00:00:00+00:00,12,7,0,0
2026-02-20 00:00:00+00:00,20,12,0,0
